id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocyte|Astrocyte	Astrocyte|Microglia	Astrocyte|Neuron	Astrocyte|Oligodendrocyte	Microglia|Astrocyte	Microglia|Microglia	Microglia|Neuron	Microglia|Oligodendrocyte	Neuron|Astrocyte	Neuron|Microglia	Neuron|Neuron	Neuron|Oligodendrocyte	Oligodendrocyte|Astrocyte	Oligodendrocyte|Microglia	Oligodendrocyte|Neuron	Oligodendrocyte|Oligodendrocyte
CPI-SC0EA8ABCFD	COL2A1_integrin_a1b1_complex	simple:P02458	complex:integrin_a1b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.001	0.001	0.005	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.005	0.004	0.002	0.002	0.006
CPI-SC00367777A	COL3A1_integrin_a1b1_complex	simple:P02461	complex:integrin_a1b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.013	0.011	0.011	0.015	0.011	0.009	0.009	0.013	0.017	0.014	0.014	0.019	0.046	0.044	0.044	0.048
CPI-SC0744E13CB	COL4A1_integrin_a1b1_complex	simple:P02462	complex:integrin_a1b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.113	0.111	0.111	0.115	0.005	0.003	0.003	0.007	0.014	0.011	0.012	0.016	0.042	0.04	0.04	0.044
CPI-SC03F728659	COL4A2_integrin_a1b1_complex	simple:P08572	complex:integrin_a1b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.115	0.113	0.113	0.117	0.006	0.004	0.004	0.008	0.021	0.019	0.019	0.023	0.073	0.071	0.071	0.075
CPI-SC0886D58EF	COL4A3_integrin_a1b1_complex	simple:Q01955	complex:integrin_a1b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.001	0.001	0.005	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.005	0.003	0.001	0.001	0.005
CPI-SC04ABF0023	COL4A4_integrin_a1b1_complex	simple:P53420	complex:integrin_a1b1_complex	COL4A4		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.001	0.001	0.005	0.003	0.001	0.001	0.005	0.005	0.003	0.003	0.007	0.005	0.003	0.003	0.007
CPI-SC042B580A3	COL4A5_integrin_a1b1_complex	simple:P29400	complex:integrin_a1b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.069	0.066	0.067	0.071	0.003	0.001	0.001	0.005	0.009	0.007	0.007	0.011	0.022	0.02	0.02	0.024
CPI-SC0C8B6ACF5	COL4A6_integrin_a1b1_complex	simple:Q14031	complex:integrin_a1b1_complex	COL4A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.008	0.006	0.006	0.01	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.005	0.004	0.002	0.002	0.006
CPI-SC0592501EA	COL5A1_integrin_a1b1_complex	simple:P20908	complex:integrin_a1b1_complex	COL5A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007	0.004	0.005	0.009	0.003	0.001	0.001	0.005	0.008	0.006	0.006	0.01	0.021	0.019	0.019	0.023
CPI-SC037A0554C	COL5A2_integrin_a1b1_complex	simple:P05997	complex:integrin_a1b1_complex	COL5A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.039	0.037	0.037	0.041	0.004	0.002	0.002	0.006	0.008	0.006	0.006	0.01	0.034	0.032	0.032	0.036
CPI-SC00EAD4C47	COL5A3_integrin_a1b1_complex	simple:P25940	complex:integrin_a1b1_complex	COL5A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.02	0.018	0.018	0.022	0.003	0.001	0.001	0.005	0.003	0.001	0.001	0.005	0.007	0.005	0.005	0.009
CPI-SC0549A759B	COL6A1_integrin_a1b1_complex	simple:P12109	complex:integrin_a1b1_complex	COL6A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.186	0.184	0.184	0.188	0.157	0.154	0.155	0.159	0.055	0.053	0.053	0.057	0.086	0.084	0.084	0.088
CPI-SC0F9FB6DCB	COL6A2_integrin_a1b1_complex	simple:P12110	complex:integrin_a1b1_complex	COL6A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.011	0.009	0.009	0.013	0.17	0.168	0.168	0.172	0.009	0.007	0.007	0.011	0.024	0.022	0.022	0.026
CPI-SC0ECDD1074	COL6A3_integrin_a1b1_complex	simple:P12111	complex:integrin_a1b1_complex	COL6A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.002	0.002	0.006	0.006	0.004	0.004	0.008	0.006	0.003	0.003	0.008	0.019	0.017	0.017	0.021
CPI-SC0D3870098	COL6A6_integrin_a1b1_complex	simple:A6NMZ7	complex:integrin_a1b1_complex	COL6A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.001	0.001	0.005	0.0	0.0	0.0	0.0	0.003	0.001	0.001	0.005	0.003	0.001	0.001	0.005
CPI-SC0E509A5C6	COL7A1_integrin_a1b1_complex	simple:Q02388	complex:integrin_a1b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.017	0.014	0.015	0.019	0.005	0.003	0.003	0.007	0.022	0.019	0.02	0.024	0.015	0.013	0.013	0.017
CPI-SC03760D980	COL8A1_integrin_a1b1_complex	simple:P27658	complex:integrin_a1b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.001	0.001	0.005	0.004	0.001	0.002	0.006	0.004	0.002	0.002	0.006	0.006	0.003	0.004	0.008
CPI-SC0453131F6	COL8A2_integrin_a1b1_complex	simple:P25067	complex:integrin_a1b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.001	0.001	0.005	0.028	0.026	0.026	0.03	0.0	0.0	0.0	0.0	0.004	0.002	0.002	0.006
CPI-SC070BECDC9	COL9A1_integrin_a1b1_complex	simple:P20849	complex:integrin_a1b1_complex	COL9A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.023	0.021	0.021	0.025	0.006	0.004	0.004	0.008	0.007	0.005	0.005	0.009	0.093	0.091	0.091	0.095
CPI-SC0270AA5D9	COL9A2_integrin_a1b1_complex	simple:Q14055	complex:integrin_a1b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.023	0.02	0.02	0.025	0.018	0.016	0.016	0.02	0.016	0.014	0.014	0.018	0.051	0.049	0.049	0.053
CPI-SC0DC74CBE5	COL9A3_integrin_a1b1_complex	simple:Q14050	complex:integrin_a1b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.027	0.025	0.025	0.029	0.015	0.013	0.013	0.017	0.073	0.071	0.071	0.075	0.108	0.106	0.106	0.11
CPI-SC03AF43F8B	SEMA7A_integrin_a1b1_complex	simple:O75326	complex:integrin_a1b1_complex	SEMA7A		False	False	False	curated	True	Ligand-Receptor	Signaling by Semaphorin	0.006	0.004	0.004	0.008	0.011	0.009	0.009	0.013	0.007	0.005	0.005	0.009	0.01	0.008	0.008	0.012
CPI-SC0B4F620A6	COL10A1_integrin_a10b1_complex	simple:Q03692	complex:integrin_a10b1_complex	COL10A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.006	0.002	0.0	0.0	0.0	0.0	0.001	0.001	0.005	0.002	0.001	0.002	0.006	0.002
CPI-SC0B991F6B1	COL11A1_integrin_a10b1_complex	simple:P12107	complex:integrin_a10b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.207	0.207	0.211	0.208	0.008	0.009	0.013	0.009	0.035	0.035	0.039	0.036	0.191	0.191	0.195	0.192
CPI-SC034D4CF73	COL11A2_integrin_a10b1_complex	simple:P13942	complex:integrin_a10b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.005	0.009	0.005	0.002	0.003	0.006	0.003	0.01	0.01	0.014	0.011	0.006	0.006	0.01	0.007
CPI-SC0EC720659	COL12A1_integrin_a10b1_complex	simple:Q99715	complex:integrin_a10b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.003	0.006	0.003	0.001	0.001	0.005	0.002	0.002	0.002	0.006	0.003	0.012	0.012	0.016	0.013
CPI-SC0A18569E5	COL13A1_integrin_a10b1_complex	simple:Q5TAT6	complex:integrin_a10b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.001	0.005	0.002	0.001	0.001	0.005	0.002	0.001	0.001	0.005	0.002	0.001	0.001	0.005	0.002
CPI-SC0B6D93CD4	COL14A1_integrin_a10b1_complex	simple:Q05707	complex:integrin_a10b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.001	0.005	0.002	0.002	0.002	0.006	0.003	0.001	0.002	0.006	0.002	0.01	0.011	0.015	0.011
CPI-SC01BE5E1F7	COL15A1_integrin_a10b1_complex	simple:P39059	complex:integrin_a10b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.002	0.006	0.003	0.012	0.012	0.016	0.013	0.001	0.002	0.006	0.002	0.014	0.015	0.019	0.015
CPI-SC027EF0F68	COL16A1_integrin_a10b1_complex	simple:Q07092	complex:integrin_a10b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.031	0.031	0.035	0.032	0.003	0.003	0.007	0.004	0.009	0.01	0.014	0.01	0.013	0.013	0.017	0.014
CPI-SC00942962B	COL17A1_integrin_a10b1_complex	simple:Q9UMD9	complex:integrin_a10b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.004	0.008	0.004	0.0	0.0	0.0	0.0	0.001	0.001	0.005	0.002	0.001	0.001	0.005	0.002
CPI-SC039737584	COL18A1_integrin_a10b1_complex	simple:P39060	complex:integrin_a10b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.005	0.009	0.006	0.005	0.005	0.009	0.006	0.004	0.005	0.009	0.005	0.005	0.005	0.009	0.006
CPI-SC0423059DF	COL19A1_integrin_a10b1_complex	simple:Q14993	complex:integrin_a10b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.001	0.005	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.006	0.002	0.001	0.001	0.005	0.002
CPI-SC028882919	COL1A1_integrin_a10b1_complex	simple:P02452	complex:integrin_a10b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.011	0.015	0.011	0.01	0.011	0.015	0.011	0.008	0.009	0.013	0.009	0.041	0.041	0.045	0.042
CPI-SC07707E049	COL1A2_integrin_a10b1_complex	simple:P08123	complex:integrin_a10b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.03	0.03	0.034	0.031	0.022	0.022	0.026	0.023	0.032	0.032	0.036	0.033	0.384	0.385	0.389	0.385
CPI-SC0F393B830	COL20A1_integrin_a10b1_complex	simple:Q9P218	complex:integrin_a10b1_complex	COL20A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.011	0.011	0.015	0.012	0.004	0.004	0.008	0.005	0.005	0.006	0.01	0.006	0.113	0.113	0.117	0.114
CPI-SC076898564	COL21A1_integrin_a10b1_complex	simple:Q96P44	complex:integrin_a10b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.005	0.002
CPI-SC0AA500B63	COL22A1_integrin_a10b1_complex	simple:Q8NFW1	complex:integrin_a10b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.026	0.026	0.03	0.027	0.002	0.002	0.006	0.003	0.005	0.005	0.009	0.006	0.006	0.007	0.011	0.007
CPI-SC09E4E673B	COL24A1_integrin_a10b1_complex	simple:Q17RW2	complex:integrin_a10b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.002	0.006	0.003	0.001	0.001	0.005	0.002	0.001	0.001	0.005	0.002	0.001	0.001	0.005	0.002
CPI-SC008D5E4B2	COL26A1_integrin_a10b1_complex	simple:Q96A83	complex:integrin_a10b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.006	0.002	0.001	0.002	0.006	0.002	0.005	0.005	0.009	0.006	0.002	0.002	0.006	0.003
CPI-SC090152EEE	COL27A1_integrin_a10b1_complex	simple:Q8IZC6	complex:integrin_a10b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.023	0.023	0.027	0.024	0.03	0.03	0.034	0.031	0.008	0.008	0.012	0.009	0.011	0.011	0.015	0.012
CPI-SC0E9AA9087	COL28A1_integrin_a10b1_complex	simple:Q2UY09	complex:integrin_a10b1_complex	COL28A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.013	0.013	0.017	0.014	0.0	0.0	0.0	0.0	0.002	0.002	0.006	0.003	0.003	0.004	0.008	0.004
CPI-SC0AA90A03B	COL2A1_integrin_a10b1_complex	simple:P02458	complex:integrin_a10b1_complex	COL2A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.001	0.005	0.002	0.0	0.0	0.0	0.0	0.001	0.001	0.005	0.002	0.003	0.003	0.007	0.004
CPI-SC0A7864078	COL3A1_integrin_a10b1_complex	simple:P02461	complex:integrin_a10b1_complex	COL3A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.012	0.012	0.016	0.013	0.01	0.01	0.014	0.011	0.015	0.015	0.019	0.016	0.044	0.044	0.048	0.045
CPI-SC0756B421F	COL4A1_integrin_a10b1_complex	simple:P02462	complex:integrin_a10b1_complex	COL4A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.111	0.112	0.115	0.112	0.003	0.004	0.008	0.004	0.012	0.012	0.016	0.013	0.04	0.041	0.044	0.041
CPI-SC0096917A2	COL4A2_integrin_a10b1_complex	simple:P08572	complex:integrin_a10b1_complex	COL4A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.113	0.113	0.117	0.114	0.005	0.005	0.009	0.006	0.019	0.02	0.024	0.02	0.071	0.071	0.075	0.072
CPI-SC0CC8A2F79	COL4A3_integrin_a10b1_complex	simple:Q01955	complex:integrin_a10b1_complex	COL4A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.001	0.005	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.006	0.002	0.001	0.002	0.005	0.002
CPI-SC030087D4F	COL4A4_integrin_a10b1_complex	simple:P53420	complex:integrin_a10b1_complex	COL4A4		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.002	0.006	0.003	0.001	0.002	0.006	0.002	0.003	0.003	0.007	0.004	0.003	0.003	0.007	0.004
CPI-SC0F1833AC0	COL4A5_integrin_a10b1_complex	simple:P29400	complex:integrin_a10b1_complex	COL4A5		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.067	0.067	0.071	0.068	0.001	0.002	0.006	0.002	0.007	0.007	0.011	0.008	0.02	0.021	0.025	0.021
CPI-SC0BFDE14E9	COL4A6_integrin_a10b1_complex	simple:Q14031	complex:integrin_a10b1_complex	COL4A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.007	0.007	0.011	0.008	0.0	0.0	0.0	0.0	0.001	0.002	0.006	0.002	0.002	0.003	0.007	0.003
CPI-SC05590EDD3	COL5A1_integrin_a10b1_complex	simple:P20908	complex:integrin_a10b1_complex	COL5A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.005	0.009	0.006	0.002	0.002	0.006	0.003	0.006	0.007	0.011	0.007	0.019	0.02	0.024	0.02
CPI-SC0CED85DDE	COL5A2_integrin_a10b1_complex	simple:P05997	complex:integrin_a10b1_complex	COL5A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.038	0.038	0.042	0.039	0.002	0.002	0.006	0.003	0.007	0.007	0.011	0.008	0.033	0.033	0.037	0.034
CPI-SC0DA063880	COL5A3_integrin_a10b1_complex	simple:P25940	complex:integrin_a10b1_complex	COL5A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.018	0.019	0.023	0.019	0.001	0.001	0.005	0.002	0.002	0.002	0.006	0.003	0.006	0.006	0.01	0.007
CPI-SC0251EEF61	COL6A1_integrin_a10b1_complex	simple:P12109	complex:integrin_a10b1_complex	COL6A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.184	0.184	0.188	0.185	0.155	0.155	0.159	0.156	0.054	0.054	0.058	0.055	0.084	0.084	0.088	0.085
CPI-SC07F654CB3	COL6A2_integrin_a10b1_complex	simple:P12110	complex:integrin_a10b1_complex	COL6A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.009	0.01	0.014	0.01	0.168	0.169	0.173	0.169	0.007	0.007	0.011	0.008	0.023	0.023	0.027	0.024
CPI-SC059D160BE	COL6A3_integrin_a10b1_complex	simple:P12111	complex:integrin_a10b1_complex	COL6A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.003	0.007	0.003	0.004	0.004	0.008	0.005	0.004	0.004	0.008	0.005	0.017	0.018	0.022	0.018
CPI-SC0E03C13D1	COL6A6_integrin_a10b1_complex	simple:A6NMZ7	complex:integrin_a10b1_complex	COL6A6		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.006	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.006	0.002	0.002	0.002	0.006	0.003
CPI-SC0B4771D76	COL7A1_integrin_a10b1_complex	simple:Q02388	complex:integrin_a10b1_complex	COL7A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.015	0.015	0.019	0.016	0.003	0.003	0.007	0.004	0.02	0.02	0.024	0.021	0.013	0.014	0.018	0.014
CPI-SC068FFC547	COL8A1_integrin_a10b1_complex	simple:P27658	complex:integrin_a10b1_complex	COL8A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.006	0.002	0.002	0.002	0.006	0.003	0.002	0.002	0.006	0.003	0.004	0.004	0.008	0.005
CPI-SC0FCB8DFBB	COL8A2_integrin_a10b1_complex	simple:P25067	complex:integrin_a10b1_complex	COL8A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.001	0.005	0.002	0.026	0.027	0.031	0.027	0.0	0.0	0.0	0.0	0.003	0.003	0.007	0.004
CPI-SC050CC3A3F	COL9A1_integrin_a10b1_complex	simple:P20849	complex:integrin_a10b1_complex	COL9A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.021	0.022	0.026	0.022	0.005	0.005	0.009	0.006	0.005	0.006	0.01	0.006	0.091	0.092	0.095	0.092
CPI-SC0A210DC1F	COL9A2_integrin_a10b1_complex	simple:Q14055	complex:integrin_a10b1_complex	COL9A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.021	0.021	0.025	0.022	0.016	0.017	0.02	0.017	0.014	0.014	0.018	0.015	0.049	0.05	0.054	0.05
CPI-SC0FD500AF3	COL9A3_integrin_a10b1_complex	simple:Q14050	complex:integrin_a10b1_complex	COL9A3		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.025	0.025	0.029	0.026	0.013	0.013	0.017	0.014	0.071	0.072	0.076	0.072	0.107	0.107	0.111	0.108
CPI-SC0C91660AB	FN1_integrin_a10b1_complex	simple:P02751	complex:integrin_a10b1_complex	FN1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Fibronectin	0.063	0.064	0.067	0.064	0.005	0.006	0.01	0.006	0.011	0.012	0.016	0.012	0.046	0.047	0.051	0.047
CPI-SC0519DE925	COL10A1_integrin_a11b1_complex	simple:Q03692	complex:integrin_a11b1_complex	COL10A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.003	0.003	0.0	0.0	0.0	0.0	0.001	0.002	0.002	0.002	0.001	0.002	0.003	0.003
CPI-SC06F3DDF90	COL11A1_integrin_a11b1_complex	simple:P12107	complex:integrin_a11b1_complex	COL11A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.207	0.208	0.208	0.209	0.008	0.009	0.009	0.01	0.035	0.036	0.036	0.037	0.191	0.192	0.192	0.192
CPI-SC06DCE672A	COL11A2_integrin_a11b1_complex	simple:P13942	complex:integrin_a11b1_complex	COL11A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.004	0.005	0.005	0.006	0.002	0.003	0.003	0.004	0.01	0.011	0.011	0.011	0.006	0.007	0.007	0.008
CPI-SC0A3722F1F	COL12A1_integrin_a11b1_complex	simple:Q99715	complex:integrin_a11b1_complex	COL12A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.003	0.003	0.004	0.001	0.002	0.002	0.003	0.002	0.003	0.003	0.004	0.012	0.013	0.013	0.014
CPI-SC093DFA335	COL13A1_integrin_a11b1_complex	simple:Q5TAT6	complex:integrin_a11b1_complex	COL13A1		False	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.002	0.003	0.001	0.002	0.002	0.003	0.001	0.002	0.002	0.003	0.001	0.002	0.002	0.003
CPI-SC092A2325E	COL14A1_integrin_a11b1_complex	simple:Q05707	complex:integrin_a11b1_complex	COL14A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.002	0.003	0.002	0.003	0.003	0.004	0.001	0.002	0.003	0.003	0.01	0.011	0.011	0.012
CPI-SC0BCE0B954	COL15A1_integrin_a11b1_complex	simple:P39059	complex:integrin_a11b1_complex	COL15A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.003	0.003	0.004	0.012	0.013	0.013	0.014	0.001	0.002	0.003	0.003	0.014	0.015	0.016	0.016
CPI-SC01633DC81	COL16A1_integrin_a11b1_complex	simple:Q07092	complex:integrin_a11b1_complex	COL16A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.031	0.032	0.032	0.033	0.003	0.004	0.004	0.004	0.009	0.01	0.011	0.011	0.013	0.014	0.014	0.015
CPI-SC0D3C68BD6	COL17A1_integrin_a11b1_complex	simple:Q9UMD9	complex:integrin_a11b1_complex	COL17A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.003	0.004	0.005	0.005	0.0	0.0	0.0	0.0	0.001	0.002	0.002	0.003	0.001	0.002	0.002	0.003
CPI-SC0755F1632	COL18A1_integrin_a11b1_complex	simple:P39060	complex:integrin_a11b1_complex	COL18A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.005	0.006	0.006	0.006	0.005	0.006	0.006	0.007	0.004	0.005	0.006	0.006	0.005	0.006	0.006	0.007
CPI-SC0E09C8768	COL19A1_integrin_a11b1_complex	simple:Q14993	complex:integrin_a11b1_complex	COL19A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.002	0.002	0.0	0.0	0.0	0.0	0.001	0.002	0.003	0.003	0.001	0.002	0.002	0.003
CPI-SC0AD2341AF	COL1A1_integrin_a11b1_complex	simple:P02452	complex:integrin_a11b1_complex	COL1A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.01	0.011	0.012	0.012	0.01	0.011	0.012	0.012	0.008	0.009	0.01	0.01	0.041	0.042	0.042	0.043
CPI-SC015ECCD97	COL1A2_integrin_a11b1_complex	simple:P08123	complex:integrin_a11b1_complex	COL1A2		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.03	0.031	0.031	0.031	0.022	0.023	0.023	0.023	0.032	0.033	0.033	0.034	0.384	0.385	0.386	0.386
CPI-SC0BB8BF2C5	COL20A1_integrin_a11b1_complex	simple:Q9P218	complex:integrin_a11b1_complex	COL20A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.011	0.012	0.012	0.013	0.004	0.004	0.005	0.005	0.005	0.006	0.007	0.007	0.113	0.114	0.114	0.114
CPI-SC0C1E494D6	COL21A1_integrin_a11b1_complex	simple:Q96P44	complex:integrin_a11b1_complex	COL21A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.002	0.003
CPI-SC015ED6B05	COL22A1_integrin_a11b1_complex	simple:Q8NFW1	complex:integrin_a11b1_complex	COL22A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.026	0.027	0.027	0.027	0.002	0.003	0.003	0.003	0.005	0.006	0.006	0.006	0.006	0.007	0.007	0.008
CPI-SC0B09B811A	COL24A1_integrin_a11b1_complex	simple:Q17RW2	complex:integrin_a11b1_complex	COL24A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.002	0.003	0.003	0.004	0.001	0.002	0.002	0.003	0.001	0.002	0.002	0.003	0.001	0.002	0.002	0.002
CPI-SC08885876E	COL26A1_integrin_a11b1_complex	simple:Q96A83	complex:integrin_a11b1_complex	COL26A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.001	0.002	0.003	0.003	0.001	0.002	0.002	0.003	0.005	0.006	0.006	0.007	0.002	0.003	0.003	0.003
CPI-SC0FC6454F5	COL27A1_integrin_a11b1_complex	simple:Q8IZC6	complex:integrin_a11b1_complex	COL27A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.023	0.024	0.024	0.025	0.03	0.031	0.031	0.032	0.008	0.008	0.009	0.009	0.011	0.012	0.012	0.013
CPI-SC0E40282DA	COL28A1_integrin_a11b1_complex	simple:Q2UY09	complex:integrin_a11b1_complex	COL28A1		True	False	False	curated	True	Adhesion-Adhesion	Adhesion by Collagen/Integrin	0.012	0.013	0.014	0.014	0.0	0.0	0.0	0.0	0.002	0.003	0.003	0.003	0.003	0.004	0.005	0.005
